65	6	35	35	12	56	48	91	33	24	40	34	40	30	0	80	38	27	29	68	8	65	86	28	86	65	94	23	32	64	45	35	63	42	70	93	83	37	85	55	76	51	36	75	63	50	81	46	28	3	
15	84	108	55	82	33	99	11	48	71	96	83	89	54	80	0	114	98	73	13	74	17	54	64	34	15	95	62	48	28	36	53	23	47	77	14	10	45	7	36	41	58	86	7	64	64	37	88	55	83	
99	32	5	60	47	84	35	124	70	43	29	37	35	59	38	114	0	16	66	103	42	100	103	66	110	98	94	51	67	91	77	74	100	68	75	125	114	74	117	93	97	67	35	108	75	88	104	42	66	37	
83	21	10	43	38	67	26	108	55	27	18	22	23	43	27	98	16	0	56	87	28	85	88	55	94	82	82	35	51	75	61	61	85	52	62	109	98	60	101	79	81	51	21	92	61	77	88	30	52	26	
58	34	63	49	19	61	76	85	29	46	69	61	67	41	29	73	66	56	0	59	31	55	96	10	90	61	115	39	34	67	47	19	51	53	90	87	79	29	79	39	84	67	63	70	81	22	87	72	21	29	
6	73	98	46	69	29	91	25	35	61	88	75	81	44	68	13	103	87	59	0	62	4	58	50	41	9	95	52	36	26	26	39	10	40	75	27	21	32	20	23	44	54	78	12	61	51	42	81	42	71	
58	10	37	27	18	48	45	85	28	17	38	30	36	22	8	74	42	28	31	62	0	59	78	27	78	58	87	15	26	56	38	33	58	34	63	86	76	32	78	51	68	43	31	68	56	50	73	41	24	11	
7	69	95	44	65	29	89	29	31	58	86	73	79	41	65	17	100	85	55	4	59	0	60	46	43	11	96	49	33	27	24	35	6	39	75	32	25	28	24	19	46	53	76	16	61	47	44	79	38	67	
53	86	97	51	95	36	74	53	68	64	76	66	68	57	86	54	103	88	96	58	78	60	0	87	21	48	44	63	61	33	50	80	66	44	35	52	45	70	50	75	14	36	68	48	28	99	16	63	75	89	
49	34	63	40	21	51	72	75	19	40	65	56	63	33	28	64	66	55	10	50	27	46	87	0	80	51	107	32	25	57	37	10	42	44	82	78	69	19	70	31	74	59	58	60	72	22	77	67	11	29	
37	88	104	51	92	29	85	32	61	67	86	74	78	55	86	34	110	94	90	41	78	43	21	80	0	33	65	63	56	23	43	71	50	43	52	30	24	61	29	61	13	43	77	29	41	88	6	74	69	89	
4	69	93	39	68	20	83	26	34	55	81	68	74	38	65	15	98	82	61	9	58	11	48	51	33	0	86	47	32	16	20	41	17	32	65	28	18	32	20	28	34	45	71	10	52	55	33	73	41	68	
89	92	89	66	106	67	59	97	91	70	65	62	59	74	94	95	94	82	115	95	87	96	44	107	65	86	0	75	84	69	78	104	102	65	25	95	87	95	92	107	54	48	62	88	36	125	59	52	97	96	
47	24	46	12	32	34	43	72	23	10	38	26	33	8	23	62	51	35	39	52	15	49	63	32	63	47	75	0	17	42	26	33	50	19	50	74	63	28	66	47	53	29	29	56	42	53	58	35	24	26	
32	36	62	18	36	27	60	59	7	27	55	43	50	11	32	48	67	51	34	36	26	33	61	25	56	32	84	17	0	33	13	20	33	19	59	60	50	12	52	30	49	35	46	42	48	41	53	51	13	35	
20	66	86	31	69	7	72	34	38	48	71	58	63	34	64	28	91	75	67	26	56	27	33	57	23	16	69	42	33	0	20	48	33	23	49	34	24	38	28	42	19	31	61	21	36	66	20	61	46	67	
21	49	72	20	50	14	65	46	18	34	61	48	55	18	45	36	77	61	47	26	38	24	50	37	43	20	78	26	13	20	0	29	27	15	55	48	37	19	40	29	37	31	51	30	42	49	40	55	26	48	
39	41	70	38	32	44	75	65	12	42	69	58	65	30	35	53	74	61	19	39	33	35	80	10	71	41	104	33	20	48	29	0	31	39	79	67	59	10	59	21	67	55	61	50	68	21	69	68	9	37	
13	68	95	47	63	34	91	34	30	59	87	74	81	42	63	23	100	85	51	10	58	6	66	42	50	17	102	50	33	33	27	31	0	42	80	37	31	26	30	13	52	57	78	22	66	41	51	82	36	66	
34	44	62	8	51	15	51	56	27	24	48	35	41	13	42	47	68	52	53	40	34	39	44	44	43	32	65	19	19	23	15	39	42	0	40	57	46	30	50	44	33	16	38	41	29	60	38	40	33	46	
69	68	69	41	81	45	42	81	67	46	46	40	39	49	70	77	75	62	90	75	63	75	35	82	52	65	25	50	59	49	55	79	80	40	0	80	71	71	76	84	39	24	41	70	13	101	45	32	72	72	
29	97	119	65	96	42	107	3	61	81	105	92	98	65	93	14	125	109	87	27	86	32	52	78	30	28	95	74	60	34	48	67	37	57	80	0	10	59	8	50	42	65	96	18	68	78	36	96	69	96	
20	87	109	54	86	31	96	10	52	70	95	82	87	55	83	10	114	98	79	21	76	25	45	69	24	18	87	63	50	24	37	59	31	46	71	10	0	50	5	44	33	55	85	9	58	72	28	85	60	86	
30	42	70	30	37	33	71	57	5	38	66	54	61	23	37	45	74	60	29	32	32	28	70	19	61	32	95	28	12	38	19	10	26	30	71	59	50	0	51	19	56	46	57	41	59	30	59	63	10	40	
21	89	112	58	88	35	100	6	53	74	98	85	91	58	85	7	117	101	79	20	78	24	50	70	29	20	92	66	52	28	40	59	30	50	76	8	5	51	0	43	38	59	89	10	63	71	33	89	61	88	
25	61	89	47	53	41	90	47	24	57	85	73	80	41	55	36	93	79	39	23	51	19	75	31	61	28	107	47	30	42	29	21	13	44	84	50	44	19	43	0	61	60	76	35	71	28	61	81	27	58	
38	77	92	41	84	22	72	43	55	56	72	61	65	46	76	41	97	81	84	44	68	46	14	74	13	34	54	53	49	19	37	67	52	33	39	42	33	56	38	61	0	30	64	35	27	85	7	60	62	79	
48	51	61	18	61	25	42	65	43	28	42	30	34	26	51	58	67	51	67	54	43	53	36	59	43	45	48	29	35	31	31	55	57	16	24	65	55	46	59	60	30	0	33	51	13	77	37	31	48	54	
73	32	29	31	48	53	14	95	52	19	9	3	4	35	36	86	35	21	63	78	31	76	68	58	77	71	62	29	46	61	51	61	78	38	41	96	85	57	89	76	64	33	0	80	40	80	70	10	52	37	
11	79	102	48	78	26	92	16	43	64	89	76	82	48	75	7	108	92	70	12	68	16	48	60	29	10	88	56	42	21	30	50	22	41	70	18	9	41	10	35	35	51	80	0	57	63	32	81	51	78	
55	63	70	31	74	32	46	68	55	40	48	38	40	39	63	64	75	61	81	61	56	61	28	72	41	52	36	42	48	36	42	68	66	29	13	68	58	59	63	71	27	13	40	57	0	89	34	35	61	66	
52	56	85	59	41	63	94	75	33	62	88	78	85	52	50	64	88	77	22	51	50	47	99	22	88	55	125	53	41	66	49	21	41	60	101	78	72	30	71	28	85	77	80	63	89	0	87	89	29	51	
37	83	98	46	88	26	79	37	58	62	79	68	72	51	81	37	104	88	87	42	73	44	16	77	6	33	59	58	53	20	40	69	51	38	45	36	28	59	33	61	7	37	70	32	34	87	0	68	66	84	
75	42	37	35	58	54	11	95	58	26	13	11	7	40	46	88	42	30	72	81	41	79	63	67	74	73	52	35	51	61	55	68	82	40	32	96	85	63	89	81	60	31	10	81	35	89	68	0	59	47	
40	33	62	30	27	40	66	67	8	33	60	49	56	22	28	55	66	52	21	42	24	38	75	11	69	41	97	24	13	46	26	9	36	33	72	69	60	10	61	27	62	48	52	51	61	29	66	59	0	30	
68	5	34	38	11	59	49	94	36	26	41	36	41	33	3	83	37	26	29	71	11	67	89	29	89	68	96	26	35	67	48	37	66	46	72	96	86	40	88	58	79	54	37	78	66	51	84	47	30	0	
